Rank, Name, Company, Worth
1394, Roman Avdeev, None, 1700.0
1394, Emilio Azcarraga Jean, None, 1700.0
1394, Sezai Bacaksiz, None, 1700.0
1394, Lesley Bamberger, None, 1700.0
1394, Angela Bennett, None, 1700.0
1394, Hubertus Benteler, None, 1700.0
1394, Ludwig Theodor Braun, None, 1700.0
1394, Nicola Bulgari, None, 1700.0
1394, Paolo Bulgari, None, 1700.0
1394, Chen Dejun, None, 1700.0
1394, Tony Chen, None, 1700.0
1394, Chen Xueli, None, 1700.0
1394, Luigi Cremonini, None, 1700.0
1394, Dominique Desseigne, None, 1700.0
1394, Sefik Yilmaz Dizdar, None, 1700.0
1394, Domenico Dolce, None, 1700.0
1394, Pavel Durov, None, 1700.0
1394, John Farber, None, 1700.0
1394, Robert Fisher, None, 1700.0
1394, William Fisher, None, 1700.0
1394, Stefano Gabbana, None, 1700.0
1394, Rolf Gerling, None, 1700.0
1394, Serge Godin, None, 1700.0
1394, Sergei Gordeev, None, 1700.0
1394, Mehmet Nazif Gunal, None, 1700.0
1394, Yusuf Hamied, None, 1700.0
1394, Gerry Harvey, None, 1700.0
1394, Timothy Headington, None, 1700.0
1394, Huang Chulong, None, 1700.0
1394, Huo Qinghua, None, 1700.0
1394, Devendra Jain, None, 1700.0
1394, Jiang Yintai, None, 1700.0
1394, Jim Justice, II., None, 1700.0
1394, Kim Jun-Ki, None, 1700.0
1394, William Koch, None, 1700.0
1394, Anthony Langley, None, 1700.0
1394, Marc Lasry, None, 1700.0
1394, Peter Leibinger, None, 1700.0
1394, Regine Leibinger, None, 1700.0
1394, Li San Yim, None, 1700.0
1394, David Lichtenstein, None, 1700.0
1394, Lim Oon Kuin, None, 1700.0
1394, Liu Ming Chung, None, 1700.0
1394, Ma Xiuhui, None, 1700.0
1394, Prayudh Mahagitsiri, None, 1700.0
1394, Anand Mahindra, None, 1700.0
1394, Kishore Mariwala, None, 1700.0
1394, Craig McCaw, None, 1700.0
1394, Miguel McKelvey, None, 1700.0
1394, Vincent McMahon, None, 1700.0
1394, David McMurtry, None, 1700.0
1394, Gary Michelson, None, 1700.0
1394, Massimo Moratti, None, 1700.0
1394, Farhad Moshiri, None, 1700.0
1394, Jerry Moyes, None, 1700.0
1394, Charles Munger, None, 1700.0
1394, Kerr Neilson, None, 1700.0
1394, Ou Zongrong, None, 1700.0
1394, Nihat Ozdemir, None, 1700.0
1394, Pan Weiming, None, 1700.0
1394, Park Yeon-Cha, None, 1700.0
1394, Nelson Peltz, None, 1700.0
1394, Roger Penske, None, 1700.0
1394, Qi Jinxing, None, 1700.0
1394, Qi Shi, None, 1700.0
1394, Theodore Rachmat, None, 1700.0
1394, Juan Maria Riberas Mera, None, 1700.0
1394, Vijay Shekhar Sharma, None, 1700.0
1394, Konstantin Strukov, None, 1700.0
1394, Henry Swieca, None, 1700.0
1394, Wichai Thongtang, None, 1700.0
1394, Torsten Toeller, None, 1700.0
1394, Roman Trotsenko, None, 1700.0
1394, Todd Wagner, None, 1700.0
1394, Wang Chaobin, None, 1700.0
1394, Wang Yanqing, None, 1700.0
1394, John Whittaker, None, 1700.0
1394, Wu Guangming, None, 1700.0
1394, Xu Qiming, None, 1700.0
1394, Zhang Xiaojuan, None, 1700.0
1477, Melih Abdulhayoglu, None, 1600.0
1477, Radhe Shyam Agarwal, None, 1600.0
1477, Mohamed Al Fayed, None, 1600.0
1477, Faisal Bin Qassim Al Thani, None, 1600.0
1477, William F. Austin, None, 1600.0
1477, Louis Bacon, None, 1600.0
1477, Achal Bakeri, None, 1600.0
1477, Othman Benjelloun, None, 1600.0
1477, William Berkley, None, 1600.0
1477, Aneel Bhusri, None, 1600.0
1477, O. Francis Biondi, None, 1600.0
1477, John Bloor, None, 1600.0
1477, David Booth, None, 1600.0
1477, Cai Wensheng, None, 1600.0
1477, Ahmet Calik, None, 1600.0
1477, Michel Chalhoub, None, 1600.0
1477, Chen Xiaoying, None, 1600.0
1477, Cho Jung-Ho, None, 1600.0
1477, Turgay Ciner, None, 1600.0
1477, Steve Conine, None, 1600.0
1477, Jacques D'Amours, None, 1600.0
1477, Robert Defares, None, 1600.0
1477, Alexander Dzhaparidze, None, 1600.0
1477, Stephen Feinberg, None, 1600.0
1477, Paul Foster, None, 1600.0
1477, Mario Gabelli, None, 1600.0
1477, Marcos Galperin, None, 1600.0
1477, Radhe Shyam Goenka, None, 1600.0
1477, Christopher Goldsbury, None, 1600.0
1477, Stelios Haji-Ioannou, None, 1600.0
1477, Ilkka Herlin, None, 1600.0
1477, Brian Higgins, None, 1600.0
1477, Stephen Jarislowsky, None, 1600.0
1477, Michael Jordan, None, 1600.0
1477, Kenji Kasahara, None, 1600.0
1477, Kim Taek-Jin, None, 1600.0
1477, Edward Lampert, None, 1600.0
1477, Thomas Lau, None, 1600.0
1477, Thai Lee, None, 1600.0
1477, Lei Jufang, None, 1600.0
1477, Li Li, None, 1600.0
1477, Li Liufa, None, 1600.0
1477, Liu Hanyuan, None, 1600.0
1477, Pier Luigi Loro Piana, None, 1600.0
1477, Billy Joe (Red) McCombs, None, 1600.0
1477, Gian Marco Moratti, None, 1600.0
1477, Manuel Moroun, None, 1600.0
1477, Robert Mouawad, None, 1600.0
1477, Marius Nacht, None, 1600.0
1477, Ni Zugen, None, 1600.0
1477, Lirio Parisotto, None, 1600.0
1477, Karl-Johan Persson, None, 1600.0
1477, Tom Persson, None, 1600.0
1477, Dmitry Pumpyansky, None, 1600.0
1477, Ruan Shuilong, None, 1600.0
1477, Jean Salata, None, 1600.0
1477, Sheryl Sandberg, None, 1600.0
1477, Niraj Shah, None, 1600.0
1477, Shin Dong-Guk, None, 1600.0
1477, Ben Silbermann, None, 1600.0
1477, Charlotte Soderstrom, None, 1600.0
1477, Thomas Steyer, None, 1600.0
1477, Su Weizhong, None, 1600.0
1477, David Teoh, None, 1600.0
1477, Wang Jinshu, None, 1600.0
1477, Wang Yaohai, None, 1600.0
1477, Charlotte Colket Weber, None, 1600.0
1477, Wei Ing-Chou, None, 1600.0
1477, Yin-Chun Wei, None, 1600.0
1477, Wei Yin-Heng, None, 1600.0
1477, Wei Ying-Chiao, None, 1600.0
1477, Richard White, None, 1600.0
1477, Allan Wong, None, 1600.0
1477, Wong Kwong Yu, None, 1600.0
1477, Wu Jianshu, None, 1600.0
1477, Wu Xu, None, 1600.0
1477, Wu Xushun, None, 1600.0
1477, Luis Enrique Yarur Rey, None, 1600.0
1477, Albert Yeung, None, 1600.0
1477, Yu Rong, None, 1600.0
1477, Kostyantin Zhevago, None, 1600.0
1477, Zhou Chengjian, None, 1600.0
1477, Zhou Yaoting, None, 1600.0
1477, Zhuang Kuilong, None, 1600.0
1561, Jose Joao Abdalla Filho, None, 1500.0
1561, Khalifa Bin Butti Al Muhairi, None, 1500.0
1561, Folorunsho Alakija, None, 1500.0
1561, Bill Alfond, None, 1500.0
1561, Susan Alfond, None, 1500.0
1561, Ted Alfond, None, 1500.0
1561, Joy Alukkas, None, 1500.0
1561, Andrey Andreev, None, 1500.0
1561, Carol Jenkins Barnett, None, 1500.0
1561, Oleg Boyko, None, 1500.0
1561, Ana Maria Brescia Cafferata, None, 1500.0
1561, Binod Chaudhary, None, 1500.0
1561, Che Fengsheng, None, 1500.0
1561, Chen Qingzhou, None, 1500.0
1561, Richard Desmond, None, 1500.0
1561, Mohammed Dewji, None, 1500.0
1561, Carl Douglas, None, 1500.0
1561, Eric Douglas, None, 1500.0
1561, Bulent Eczacibasi, None, 1500.0
1561, Faruk Eczacibasi, None, 1500.0
1561, Martha Ford, None, 1500.0
1561, Yasuhiro Fukushima, None, 1500.0
1561, Reinold Geiger, None, 1500.0
1561, Saad Hariri, None, 1500.0
1561, Richard Hayne, None, 1500.0
1561, Ilona Herlin, None, 1500.0
1561, Asok Kumar Hiranandani, None, 1500.0
1561, Niranjan Hiranandani, None, 1500.0
1561, Huang Qiaoling, None, 1500.0
1561, Huang Zhuangmian, None, 1500.0
1561, Hal Jackman, None, 1500.0
1561, Anurang Jain, None, 1500.0
1561, Keeree Kanjanapas, None, 1500.0
1561, Kim Nam-Jung, None, 1500.0
1561, Seth Klarman, None, 1500.0
1561, Alexander Klyachin, None, 1500.0
1561, Yuriy Kosiuk, None, 1500.0
1561, Miguel Krigsner, None, 1500.0
1561, Lee Yin Yee, None, 1500.0
1561, Nicola Leibinger-Kammueller, None, 1500.0
1561, Li Weiwei, None, 1500.0
1561, William Li, None, 1500.0
1561, Li Yihai, None, 1500.0
1561, Li Yong, None, 1500.0
1561, Lin Ming-hsiung, None, 1500.0
1561, Lou Zhongfu, None, 1500.0
1561, Low Tuck Kwong, None, 1500.0
1561, P.N.C. Menon, None, 1500.0
1561, Thomas Meyer, None, 1500.0
1561, Ezra Nahmad, None, 1500.0
1561, Judith Neilson, None, 1500.0
1561, Madeleine Olsson Ericksson, None, 1500.0
1561, Ou Zonghong, None, 1500.0
1561, Eren Ozmen, None, 1500.0
1561, Fatih Ozmen, None, 1500.0
1561, Jose Isaac Peres, None, 1500.0
1561, Mark Pincus, None, 1500.0
1561, Kevin Plank, None, 1500.0
1561, Nicholas Pritzker, II., None, 1500.0
1561, Que Wenbin, None, 1500.0
1561, Jorge Rodriguez Rodriguez, None, 1500.0
1561, Nobutada Saji, None, 1500.0
1561, Thomas Sandell, None, 1500.0
1561, Eddy Kusnadi Sariaatmadja, None, 1500.0
1561, Fayez Sarofim, None, 1500.0
1561, Monika Schoeller, None, 1500.0
1561, Antonio Luiz Seabra, None, 1500.0
1561, Yuri Shefler, None, 1500.0
1561, Rajju Shroff, None, 1500.0
1561, Frank Stronach, None, 1500.0
1561, Kevin Systrom, None, 1500.0
1561, Tang Hsiang-chien, None, 1500.0
1561, Tang Jianfang, None, 1500.0
1561, Ning Tang, None, 1500.0
1561, Jim Thompson, None, 1500.0
1561, Jonathan Tisch, None, 1500.0
1561, Kenneth Tuchman, None, 1500.0
1561, Wim van der Leegte, None, 1500.0
1561, Shamsheer Vayalil, None, 1500.0
1561, Thongma Vijitpongpun, None, 1500.0
1561, Arkady Volozh, None, 1500.0
1561, Stefan von Holtzbrinck, None, 1500.0
1561, Wang Jiufang, None, 1500.0
1561, Wong Hong King, None, 1500.0
1561, Ian Wood, None, 1500.0
1561, Xiao Chunhong, None, 1500.0
1561, Jacky Xu, None, 1500.0
1561, Zhang Hongwei, None, 1500.0
1561, Zhang Tao, None, 1500.0
1650, Anu Aga, None, 1400.0
1650, Farkhad Akhmedov, None, 1400.0
1650, Alberto Alcocer, None, 1400.0
1650, Bassam Alghanim, None, 1400.0
1650, Kutayba Alghanim, None, 1400.0
1650, Alexandra Andresen, None, 1400.0
1650, Katharina Andresen, None, 1400.0
1650, Vasily Anisimov, None, 1400.0
1650, Mori Arkin, None, 1400.0
1650, Nigel Austin, None, 1400.0
1650, Krishna Kumar Bangur, None, 1400.0
1650, Herb Chambers, None, 1400.0
1650, R.G. Chandramogan, None, 1400.0
1650, Chang Pyung-Soon, None, 1400.0
1650, Chao Teng-hsiung, None, 1400.0
1650, Chen Liying, None, 1400.0
1650, Chen Tianqiao, None, 1400.0
1650, Henry Cheng, None, 1400.0
1650, Chey Ki-Won, None, 1400.0
1650, Chi Yufeng, None, 1400.0
1650, Chua Thian Poh, None, 1400.0
1650, Chung Yong-Jin, None, 1400.0
1650, Ciputra, None, 1400.0
1650, Alberto Cortina, None, 1400.0
1650, Robert Coyiuto, Jr., None, 1400.0
1650, Maria Del Pino y Calvo-Sotelo, None, 1400.0
1650, K. Dinesh, None, 1400.0
1650, Du Weimin, None, 1400.0
1650, John Edson, None, 1400.0
1650, David Einhorn, None, 1400.0
1650, Bob Ell, None, 1400.0
1650, Gary Fegel, None, 1400.0
1650, Victor Fung, None, 1400.0
1650, William Fung, None, 1400.0
1650, Alan Gerry, None, 1400.0
1650, Balkrishan Goenka, None, 1400.0
1650, Polys Haji-Ioannou, None, 1400.0
1650, Mehmet Hattat, None, 1400.0
1650, J. Tomilson Hill, None, 1400.0
1650, Eduardo Hochschild, None, 1400.0
1650, Hoi Kin Hong, None, 1400.0
1650, Hur Young-In, None, 1400.0
1650, George Joseph, None, 1400.0
1650, Ronald Joyce, None, 1400.0
1650, T.S. Kalyanaraman, None, 1400.0
1650, Nimesh Kampani, None, 1400.0
1650, Eugene Kaspersky, None, 1400.0
1650, Viktor Kharitonin, None, 1400.0
1650, Pyotr Kondrashev, None, 1400.0
1650, Yuri Kovalchuk, None, 1400.0
1650, Kagemasa Kozuki, None, 1400.0
1650, Michael Krasny, None, 1400.0
1650, James Leininger, None, 1400.0
1650, Li Guoqiang, None, 1400.0
1650, Li Liangbin, None, 1400.0
1650, Liu Ko-chen, None, 1400.0
1650, Anatoly Lomakin, None, 1400.0
1650, Ma Hong, None, 1400.0
1650, Gary Magness, None, 1400.0
1650, Youssef Mansour, None, 1400.0
1650, Strive Masiyiwa, None, 1400.0
1650, Dariusz Milek, None, 1400.0
1650, Nan Cunhui, None, 1400.0
1650, Dinesh Nandwana, None, 1400.0
1650, Oei Hong Leong, None, 1400.0
1650, Rubens Ometto Silveira Mello, None, 1400.0
1650, Ou Xueming, None, 1400.0
1650, Markus Persson, None, 1400.0
1650, Victor Pinchuk, None, 1400.0
1650, Alberto Prada, None, 1400.0
1650, Marina Prada, None, 1400.0
1650, Forrest Preston, None, 1400.0
1650, Jerry Reinsdorf, None, 1400.0
1650, Fernando Roig, None, 1400.0
1650, Subhash Runwal, None, 1400.0
1650, Yoshiyuki Sankai, None, 1400.0
1650, Kirill Shamalov, None, 1400.0
1650, Shin Dong-Bin, None, 1400.0
1650, Evgeny (Eugene) Shvidler, None, 1400.0
1650, Jasminder Singh, None, 1400.0
1650, Martua Sitorus, None, 1400.0
1650, Peter Sperling, None, 1400.0
1650, Jerzy Starak, None, 1400.0
1650, Manny Stul, None, 1400.0
1650, Su Rubo, None, 1400.0
1650, Fuat Tosyali, None, 1400.0
1650, Kenny Troutt, None, 1400.0
1650, Rufino Vigil Gonzalez, None, 1400.0
1650, Wang Jianfeng, None, 1400.0
1650, Wang Jing, None, 1400.0
1650, Wang Qunbin, None, 1400.0
1650, Dan Wilks, None, 1400.0
1650, Farris Wilks, None, 1400.0
1650, Thomas Wu, None, 1400.0
1650, Yi Zheng, None, 1400.0
1650, Yuan Fugen, None, 1400.0
1650, Richard Yuengling, Jr., None, 1400.0
1650, Gavril Yushvaev, None, 1400.0
1650, Zeng Kaitian, None, 1400.0
1650, Zhang Wanzhen, None, 1400.0
1650, Zhang Yubai, None, 1400.0
1650, Changpeng Zhao, None, 1400.0
1650, Zhou Yifeng, None, 1400.0
1650, Zhou Yongli, None, 1400.0
1650, Zhu Wenchen, None, 1400.0
1650, Ahmet Nazif Zorlu, None, 1400.0
1756, Len Ainsworth, None, 1300.0
1756, Edmund Ansin, None, 1300.0
1756, Markus Blocher, None, 1300.0
1756, Leonid Boguslavsky, None, 1300.0
1756, Jorge Horacio Brito, None, 1300.0
1756, Saket Burman, None, 1300.0
1756, Steve Case, None, 1300.0
1756, Jeffrey Cheah, None, 1300.0
1756, Bruce Cheng, None, 1300.0
1756, Cheng Xianfeng, None, 1300.0
1756, Ivan Chrenko, None, 1300.0
1756, Eduardo Cojuangco, None, 1300.0
1756, Brunello Cucinelli, None, 1300.0
1756, Darwin Deason, None, 1300.0
1756, Andrea Della Valle, None, 1300.0
1756, Jamie Dimon, None, 1300.0
1756, Charles Dunstone, None, 1300.0
1756, Bruce Flatt, None, 1300.0
1756, Fu Meicheng, None, 1300.0
1756, Soichiro Fukutake, None, 1300.0
1756, Don Gao, None, 1300.0
1756, Gao Yunfeng, None, 1300.0
1756, Anne Gittinger, None, 1300.0
1756, Clelia Haji-Ioannou, None, 1300.0
1756, John Hancock, None, 1300.0
1756, Ronnen Harary, None, 1300.0
1756, Ayman Hariri, None, 1300.0
1756, Fahd Hariri, None, 1300.0
1756, Surendra Hiranandani, None, 1300.0
1756, Alan Howard, None, 1300.0
1756, Hu Keqin, None, 1300.0
1756, Archie Hwang, None, 1300.0
1756, Irwin Jacobs, None, 1300.0
1756, Mitchell Jacobson, None, 1300.0
1756, Rana Kapoor, None, 1300.0
1756, Alexander Karp, None, 1300.0
1756, Raghuvinder Kataria, None, 1300.0
1756, Habil Khorakiwala, None, 1300.0
1756, Sidney Kimmel, None, 1300.0
1756, Andre Koo, None, 1300.0
1756, Koo Bon-Neung, None, 1300.0
1756, Andrei Kosogov, None, 1300.0
1756, Lee Ho-Jin, None, 1300.0
1756, Solomon Lew, None, 1300.0
1756, Rodney Lewis, None, 1300.0
1756, Li Jiaquan, None, 1300.0
1756, Lin Fanlian, None, 1300.0
1756, Lin Jianhua, None, 1300.0
1756, Lin Tianfu, None, 1300.0
1756, Louise Lindh, None, 1300.0
1756, Liu Baolin, None, 1300.0
1756, Jose Llado Fernandez-Urrutia, None, 1300.0
1756, Lu Di, None, 1300.0
1756, Cargill MacMillan, III., None, 1300.0
1756, John MacMillan, None, 1300.0
1756, Martha MacMillan, None, 1300.0
1756, William MacMillan, None, 1300.0
1756, Katarina Martinson, None, 1300.0
1756, Craig Newmark, None, 1300.0
1756, Bruce Nordstrom, None, 1300.0
1756, Pierre Karl Péladeau, None, 1300.0
1756, David Penaloza Alanis, None, 1300.0
1756, Andreas Pohl, None, 1300.0
1756, Reinfried Pohl, Jr., None, 1300.0
1756, Mahendra Prasad, None, 1300.0
1756, Anton Rabie, None, 1300.0
1756, Bianca Rinehart, None, 1300.0
1756, Ginia Rinehart, None, 1300.0
1756, Alexander Rovt, None, 1300.0
1756, Lily Safra, None, 1300.0
1756, Deniz Sahenk, None, 1300.0
1756, Karin Schick, None, 1300.0
1756, Leonard Schleifer, None, 1300.0
1756, Dieter Schnabel, None, 1300.0
1756, Bhadresh Shah, None, 1300.0
1756, Shao Qinxiang, None, 1300.0
1756, Eric Ya Shen, None, 1300.0
1756, Nobutoshi Shimamura, None, 1300.0
1756, Shum Chiu Hung, None, 1300.0
1756, Helmut Sohmen, None, 1300.0
1756, Sun Qinghuan, None, 1300.0
1756, Sun Yinhuan, None, 1300.0
1756, Djoko Susanto, None, 1300.0
1756, Erol Tabanca, None, 1300.0
1756, Alexander Tedja, None, 1300.0
1756, Wilma Tisch, None, 1300.0
1756, Ayhan Tosyali, None, 1300.0
1756, Fatih Tosyali, None, 1300.0
1756, Tran Dinh Long, None, 1300.0
1756, Tsai Ming-Kai, None, 1300.0
1756, Pavel Tykac, None, 1300.0
1756, Jayshree Ullal, None, 1300.0
1756, Wan Long, None, 1300.0
1756, Wang Muqing, None, 1300.0
1756, Wang Yong, None, 1300.0
1756, Hope Welker, None, 1300.0
1756, Wen Yibo, None, 1300.0
1756, Stephen T. Winn, None, 1300.0
1756, Gordon Wu, None, 1300.0
1756, Wu Lanlan, None, 1300.0
1756, Xu Ziquan, None, 1300.0
1756, Yang Meirong, None, 1300.0
1756, Yang Tingdong, None, 1300.0
1756, You Xiaoping, None, 1300.0
1756, Yu Peidi, None, 1300.0
1756, Yu Qibing, None, 1300.0
1756, Yu Yunxin, None, 1300.0
1756, Zan Shengda, None, 1300.0
1756, Zhang Guiping, None, 1300.0
1756, Zhao Weiguo, None, 1300.0
1756, Zheng Jianjiang, None, 1300.0
1867, Hamad bin Jassim bin Jaber Al Thani, None, 1200.0
1867, Fawzi Al-Kharafi, None, 1200.0
1867, Mohannad Al-Kharafi, None, 1200.0
1867, Isak Andic, None, 1200.0
1867, Marc Andreessen, None, 1200.0
1867, Jose Maria Aristrain, None, 1200.0
1867, Thomas Bailey, None, 1200.0
1867, Harindarpal Banga, None, 1200.0
1867, Elena Baturina, None, 1200.0
1867, Eduardo Belmont Anderson, None, 1200.0
1867, Tomasz Biernacki, None, 1200.0
1867, Zadik Bino, None, 1200.0
1867, Brett Blundy, None, 1200.0
1867, Henadiy Boholyubov, None, 1200.0
1867, Charles Brandes, None, 1200.0
1867, Amit Burman, None, 1200.0
1867, Cai Dongqing, None, 1200.0
1867, Chen Bo, None, 1200.0
1867, Cheng Wei, None, 1200.0
1867, Phongthep Chiaravanont, None, 1200.0
1867, Kochouseph Chittilappilly, None, 1200.0
1867, Chu Jinfu, None, 1200.0
1867, Eduardo Costantini, None, 1200.0
1867, Sol Daurella, None, 1200.0
1867, Philip Day, None, 1200.0
1867, D. Leopoldo Del Pino y Calvo-Sotelo, None, 1200.0
1867, Norbert Dentressangle, None, 1200.0
1867, Beda Diethelm, None, 1200.0
1867, Mark Dixon, None, 1200.0
1867, Henry Engelhardt, None, 1200.0
1867, Fang Hongbo, None, 1200.0
1867, Gleb Fetisov, None, 1200.0
1867, Donald Foss, None, 1200.0
1867, Robert Friedland, None, 1200.0
1867, Donald Friese, None, 1200.0
1867, Fu Guangming, None, 1200.0
1867, Dan Gertler, None, 1200.0
1867, Dennis Gillings, None, 1200.0
1867, Ryan Graves, None, 1200.0
1867, Gu Wei, None, 1200.0
1867, Alfredo Harp Helu, None, 1200.0
1867, Gudrun Heine, None, 1200.0
1867, Francis Holder, None, 1200.0
1867, Hong Seok-Joh, None, 1200.0
1867, Douglas Hsu, None, 1200.0
1867, Huang Jianrong, None, 1200.0
1867, B. Wayne Hughes, Jr., None, 1200.0
1867, Daisy Igel, None, 1200.0
1867, Thomas James, None, 1200.0
1867, Jiang Ganjun, None, 1200.0
1867, Jiang Zhaobai, None, 1200.0
1867, Jin Huiming, None, 1200.0
1867, Ajay Kalsi, None, 1200.0
1867, Helga Kellerhals, None, 1200.0
1867, King Pak Fu, None, 1200.0
1867, Sergei Kolesnikov, None, 1200.0
1867, Hemendra Kothari, None, 1200.0
1867, Eiichi Kuriwada, None, 1200.0
1867, Guy Laliberté, None, 1200.0
1867, Lee Hae-Jin, None, 1200.0
1867, Michael Lee-Chin, None, 1200.0
1867, Li Guangyu, None, 1200.0
1867, Li Jun, None, 1200.0
1867, Li Rucheng, None, 1200.0
1867, Li Xuhui, None, 1200.0
1867, Lim Wee Chai, None, 1200.0
1867, Liu Jiang, None, 1200.0
1867, Liu Xuejing, None, 1200.0
1867, Liu Zhenguo, None, 1200.0
1867, Lo Ka Shui, None, 1200.0
1867, Lo Siu-tong, None, 1200.0
1867, Tobi Lutke, None, 1200.0
1867, Ma Yunsheng, None, 1200.0
1867, Ziyavudin Magomedov, None, 1200.0
1867, Ana Maria Marcondes Penido Sant'Anna, None, 1200.0
1867, Terence (Terry) Matthews, None, 1200.0
1867, Gail Miller, None, 1200.0
1867, Andrei Molchanov, None, 1200.0
1867, Ni Zhaoxing, None, 1200.0
1867, Kentaro Ogawa, None, 1200.0
1867, Erik Paulsson, None, 1200.0
1867, Peng Hao, None, 1200.0
1867, Stefan Pierer, None, 1200.0
1867, Michael Price, None, 1200.0
1867, Clayton Riddell, None, 1200.0
1867, Boris Rotenberg, None, 1200.0
1867, Igor Rybakov, None, 1200.0
1867, Stephen Saad, None, 1200.0
1867, K. Rai Sahi, None, 1200.0
1867, Airat Shaimiev, None, 1200.0
1867, Radik Shaimiev, None, 1200.0
1867, Shang Jiyong, None, 1200.0
1867, Mikhail Shelkov, None, 1200.0
1867, S.D. Shibulal, None, 1200.0
1867, Ron Sim, None, 1200.0
1867, Leonid Simanovsky, None, 1200.0
1867, Basudeo Singh, None, 1200.0
1867, Samprada Singh, None, 1200.0
1867, Terry Snow, None, 1200.0
1867, Lynsi Snyder, None, 1200.0
1867, Sybill Storz, None, 1200.0
1867, Harjo Sutanto, None, 1200.0
1867, Yoshikazu Tanaka, None, 1200.0
1867, Mehmet Sinan Tara, None, 1200.0
1867, Rit Thirakomen, None, 1200.0
1867, Tian Ming, None, 1200.0
1867, Ion Tiriac, None, 1200.0
1867, Ivar Tollefsen, None, 1200.0
1867, Mustafa Latif Topbas, None, 1200.0
1867, Thomas Tull, None, 1200.0
1867, John Van Lieshout, None, 1200.0
1867, Wang Han, None, 1200.0
1867, Wang Junjin, None, 1200.0
1867, Wang Wenbiao, None, 1200.0
1867, Alfred West, Jr., None, 1200.0
1867, Wu Daohong, None, 1200.0
1867, Wu Yiling, None, 1200.0
1867, Xiu Laigui, None, 1200.0
1867, Xu Xiong, None, 1200.0
1867, Xu Xudong, None, 1200.0
1867, Xue Hua, None, 1200.0
1867, Vadim Yakunin, None, 1200.0
1867, Yan Yude, None, 1200.0
1867, Yang Keng, None, 1200.0
1867, Yang Shaopeng, None, 1200.0
1867, Zhang Cheng Fei, None, 1200.0
1867, Zhang Jingzhang, None, 1200.0
1867, Zhang Keqiang, None, 1200.0
1867, Zhang Xuanning, None, 1200.0
1867, Zhang Zhangsun, None, 1200.0
1867, Zhou Bajin, None, 1200.0
1867, Zhou Wenyu, None, 1200.0
1999, William Ackman, None, 1100.0
1999, Soegiarto Adikoesoemo, None, 1100.0
1999, Ali Ibrahim Agaoglu, None, 1100.0
1999, Hamdi Akin, None, 1100.0
1999, Chirayu Amin, None, 1100.0
1999, Mehmet Aydinlar, None, 1100.0
1999, Emanuella Barilla, None, 1100.0
1999, Guido Barilla, None, 1100.0
1999, Luca Barilla, None, 1100.0
1999, Paolo Barilla, None, 1100.0
1999, Mehmet Rustu Basaran, None, 1100.0
1999, J. Hyatt Brown, None, 1100.0
1999, Bu Yang, None, 1100.0
1999, Hideyuki Busujima, None, 1100.0
1999, Cai Rongjun, None, 1100.0
1999, Cai Xiaoru, None, 1100.0
1999, Delfin Jorge Ezequiel Carballo, None, 1100.0
1999, Chen Jinshi, None, 1100.0
1999, Chen Qixing, None, 1100.0
1999, Chen Shiliang, None, 1100.0
1999, Chen Xiaxin, None, 1100.0
1999, Manas Chiaravanond, None, 1100.0
1999, Yupa Chiaravanond, None, 1100.0
1999, Prathip Chiravanond, None, 1100.0
1999, Gustavo Cisneros, None, 1100.0
1999, Sandor Csanyi, None, 1100.0
1999, Cui Lijie, None, 1100.0
1999, Dang Yanbao, None, 1100.0
1999, Bharat Desai, None, 1100.0
1999, Joseph Edelman, None, 1100.0
1999, Wolfgang Egger, None, 1100.0
1999, Andrei Filatov, None, 1100.0
1999, Paul Fireman, None, 1100.0
1999, J. Christopher Flowers, None, 1100.0
1999, Fu Kwan, None, 1100.0
1999, Sheela Gautam, None, 1100.0
1999, Drew Houston, None, 1100.0
1999, Huang Shilin, None, 1100.0
1999, Huang Wen Tsai, None, 1100.0
1999, Mohammed Ibrahim, None, 1100.0
1999, Hiroshi Ishibashi, None, 1100.0
1999, Bent Jensen, None, 1100.0
1999, Chatchai Kaewbootta, None, 1100.0
1999, Jonas Kamprad, None, 1100.0
1999, Mathias Kamprad, None, 1100.0
1999, Peter Kamprad, None, 1100.0
1999, Madhu Kapur, None, 1100.0
1999, Richard Kayne, None, 1100.0
1999, Vladimir Kogan, None, 1100.0
1999, Koh Wee Meng, None, 1100.0
1999, Koo Bon-Joon, None, 1100.0
1999, Lam Lung On, None, 1100.0
1999, Isaac Larian, None, 1100.0
1999, Frank Laukien, None, 1100.0
1999, Lee Joon-Ho, None, 1100.0
1999, Lee Sang-Hyuk, None, 1100.0
1999, Nancy Lerner, None, 1100.0
1999, Norma Lerner, None, 1100.0
1999, Randolph Lerner, None, 1100.0
1999, David Xueling Li, None, 1100.0
1999, Li Tan, None, 1100.0
1999, Li Weiguo, None, 1100.0
1999, Liang Feng, None, 1100.0
1999, Liang Guangwei, None, 1100.0
1999, Liang Shezeng, None, 1100.0
1999, Liao Chang, None, 1100.0
1999, Jenny Lindén Urnes, None, 1100.0
1999, Liu Zhendong, None, 1100.0
1999, Liu Zhiqiang, None, 1100.0
1999, Jonathan Lu, None, 1100.0
1999, William Macaulay, None, 1100.0
1999, John Martin, None, 1100.0
1999, Yves-Loic Martin, None, 1100.0
1999, Satish Mehta, None, 1100.0
1999, Nikita Mishin, None, 1100.0
